identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,mistral_prediction,is_parent_category,mistral_confidence,mistral_parent_category
179.1,"""Priestley, Joseph"" had the role of ""Subject"" in relation to the work ""Annual report of the Board of Regents of the Smithsonian Institution, showing the operations, expenditures, and condition of the Institution for the year 1858"", which has the following provision information: ""Washington, DC: 1859"". This work is about: ""United States. Patent Office (1793-1975); Smithsonian Institution; Smithsonian Institution. Board of Regents.; Antiquities; Astronomy; Beetles; Birds; Botany; Butterflies; Charitable contributions; Discovery and exploration; Earthquakes; Electricity; Electromagnetism; Entomology; Federal aid to museums; Financial statements; Forests; Grasshoppers; Insects; Landscape architecture; Learned institutions and societies; Lightning; Management; Meteorological stations; Meteorology and weather forecasting; Models (Patents); Museum acquisitions; Museums; Natural history collections; New Madrid Earthquakes (1811-1812); Observatories; Ornithology; Pest control; Physics; Public administration; Publishers and publishing; Rivers, creeks, streams, etc.; Trees; Vegetables; Weights and measures; Bermuda; District of Columbia; Europe; Great Britain; Guatemala; Kennebec River (Maine); Kentucky; Maine; New Madrid, Missouri; North America; Nova Scotia, Canada"". Its form or genre is: ""Statistics; Annual Reports; Monographs; Names Lists"".","60017$aPriestley, Joseph.$2Readex congressional thesaurus","Priestley, Joseph",Subject,"Annual report of the Board of Regents of the Smithsonian Institution, showing the operations, expenditures, and condition of the Institution for the year 1858",,"Washington, DC: 1859","United States. Patent Office (1793-1975); Smithsonian Institution; Smithsonian Institution. Board of Regents.; Antiquities; Astronomy; Beetles; Birds; Botany; Butterflies; Charitable contributions; Discovery and exploration; Earthquakes; Electricity; Electromagnetism; Entomology; Federal aid to museums; Financial statements; Forests; Grasshoppers; Insects; Landscape architecture; Learned institutions and societies; Lightning; Management; Meteorological stations; Meteorology and weather forecasting; Models (Patents); Museum acquisitions; Museums; Natural history collections; New Madrid Earthquakes (1811-1812); Observatories; Ornithology; Pest control; Physics; Public administration; Publishers and publishing; Rivers, creeks, streams, etc.; Trees; Vegetables; Weights and measures; Bermuda; District of Columbia; Europe; Great Britain; Guatemala; Kennebec River (Maine); Kentucky; Maine; New Madrid, Missouri; North America; Nova Scotia, Canada",Statistics; Annual Reports; Monographs; Names Lists,,10667020,10667020#Agent600-49,Natural Sciences,False,0.9928049445152283,"Sciences, Research, and Discovery"
179.1,"""Priestley, Joseph"" had the role of ""Subject"" in relation to the work ""Annual report of the Board of Regents of the Smithsonian Institution, showing the operations, expenditures, and condition of the Institution for the year 1858"", which has the following provision information: ""Washington, DC: 1859"". This work is about: ""United States. Patent Office (1793-1975); Smithsonian Institution; Smithsonian Institution. Board of Regents.; Antiquities; Astronomy; Birds; Botany; Charitable contributions; Discovery and exploration; Earthquakes; Electricity; Electromagnetism; Entomology; Federal aid to museums; Financial statements; Forests; Grasshoppers; Insects; Landscape architecture; Learned institutions and societies; Lightning; Management; Meteorological stations; Meteorology and weather forecasting; Models (Patents); Museum acquisitions; Museums; Natural history collections; New Madrid Earthquakes (1811-1812); Observatories; Ornithology; Pest control; Physics; Public administration; Publishers and publishing; Rivers, creeks, streams, etc.; Trees; Vegetables; Weights and measures; Bermuda; District of Columbia; Europe; Great Britain; Guatemala; Kennebec River (Maine); Kentucky; Maine; New Madrid, Missouri; North America; Nova Scotia, Canada"". Its form or genre is: ""Statistics; Annual Reports; Monographs; Names Lists"".","60017$aPriestley, Joseph.$2Readex congressional thesaurus","Priestley, Joseph",Subject,"Annual report of the Board of Regents of the Smithsonian Institution, showing the operations, expenditures, and condition of the Institution for the year 1858",,"Washington, DC: 1859","United States. Patent Office (1793-1975); Smithsonian Institution; Smithsonian Institution. Board of Regents.; Antiquities; Astronomy; Birds; Botany; Charitable contributions; Discovery and exploration; Earthquakes; Electricity; Electromagnetism; Entomology; Federal aid to museums; Financial statements; Forests; Grasshoppers; Insects; Landscape architecture; Learned institutions and societies; Lightning; Management; Meteorological stations; Meteorology and weather forecasting; Models (Patents); Museum acquisitions; Museums; Natural history collections; New Madrid Earthquakes (1811-1812); Observatories; Ornithology; Pest control; Physics; Public administration; Publishers and publishing; Rivers, creeks, streams, etc.; Trees; Vegetables; Weights and measures; Bermuda; District of Columbia; Europe; Great Britain; Guatemala; Kennebec River (Maine); Kentucky; Maine; New Madrid, Missouri; North America; Nova Scotia, Canada",Statistics; Annual Reports; Monographs; Names Lists,,10667022,10667022#Agent600-49,Natural Sciences,False,0.9924318790435791,"Sciences, Research, and Discovery"
179.0,"""Priestley, Joseph, 1733-1804"" had the role of ""Subject"" in relation to the work ""A Birmingham toast as given on the 14th of July by the Revolution Society"", which has the following provision information: ""[London]: [approximately 1791]"". This work is about: ""Tooke, John Horne, 1736-1812--Caricatures and cartoons; Priestley, Joseph, 1733-1804--Caricatures and cartoons; George III, King of Great Britain, 1738-1820--Caricatures and cartoons; Wray, Cecil, Sir, 1734-1805--Caricatures and cartoons; Fox, Charles James, 1749-1806--Caricatures and cartoons; Sheridan, Richard Brinsley, 1751-1816--Caricatures and cartoons; Lindsey, Theophilus, 1723-1808--Caricatures and cartoons; Constitutional Society (London, England)--Humor; Toasting; Chalices; Eating & drinking; Satires (Visual works)--England--1791; Ink drawings--British--18th century"". Its form or genre is: ""Art; Watermarks (Paper)"".","60010$aPriestley, Joseph,$d1733-1804","Priestley, Joseph, 1733-1804",Subject,A Birmingham toast as given on the 14th of July by the Revolution Society,,[London]: [approximately 1791],"Tooke, John Horne, 1736-1812--Caricatures and cartoons; Priestley, Joseph, 1733-1804--Caricatures and cartoons; George III, King of Great Britain, 1738-1820--Caricatures and cartoons; Wray, Cecil, Sir, 1734-1805--Caricatures and cartoons; Fox, Charles James, 1749-1806--Caricatures and cartoons; Sheridan, Richard Brinsley, 1751-1816--Caricatures and cartoons; Lindsey, Theophilus, 1723-1808--Caricatures and cartoons; Constitutional Society (London, England)--Humor; Toasting; Chalices; Eating & drinking; Satires (Visual works)--England--1791; Ink drawings--British--18th century",Art; Watermarks (Paper),,10220243,10220243#Agent600-29,Visual Arts and Design,False,0.999962568283081,"Arts, Culture, and Creative Expression"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Georgie S. Barbour. February 1, 1904. -- Ordered to be printed"", which has the following provision information: ""Washington, DC: 1904"". This work is about: ""Barbour, Georgie S.; Barbour, Thomas S.; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Georgie S. Barbour. February 1, 1904. -- Ordered to be printed",,"Washington, DC: 1904","Barbour, Georgie S.; Barbour, Thomas S.; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,10770675,10770675#Agent700-27,"Politics, Policy, and Government",False,0.9859365224838257,"Society, Governance, and Public Life"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Caroline L. Guild. December 12, 1904. -- Ordered to be printed"", which has the following provision information: ""Washington, DC: 1904"". This work is about: ""Guild, Caroline L.; Guild, Phineas K.; Claims; Legislative amendments; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Caroline L. Guild. December 12, 1904. -- Ordered to be printed",,"Washington, DC: 1904","Guild, Caroline L.; Guild, Phineas K.; Claims; Legislative amendments; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,10776313,10776313#Agent700-28,"Politics, Policy, and Government",False,0.9868545532226562,"Society, Governance, and Public Life"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Sallie B. Weber. December 12, 1904. -- Ordered to be printed"", which has the following provision information: ""Washington, DC: 1904"". This work is about: ""Weber, Charles G.; Weber, Sallie B.; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Sallie B. Weber. December 12, 1904. -- Ordered to be printed",,"Washington, DC: 1904","Weber, Charles G.; Weber, Sallie B.; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,10776304,10776304#Agent700-27,"Politics, Policy, and Government",False,0.950291633605957,"Society, Governance, and Public Life"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Seymour F. Burlingame. March 7, 1904. -- Ordered to be printed"", which has the following provision information: ""Washington, DC: 1904"". This work is about: ""Burlingame, Seymour F.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Seymour F. Burlingame. March 7, 1904. -- Ordered to be printed",,"Washington, DC: 1904","Burlingame, Seymour F.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,10772264,10772264#Agent700-26,"Politics, Policy, and Government",False,0.9895271062850952,"Society, Governance, and Public Life"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Samuel L.D. Goodale. December 12, 1904. -- Ordered to be printed"", which has the following provision information: ""Washington, DC: 1904"". This work is about: ""Goodale, Samuel L.D.; Claims; Disabled veterans; Legislative amendments; Military pensions; United States. Civil War (1861-1865)"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Samuel L.D. Goodale. December 12, 1904. -- Ordered to be printed",,"Washington, DC: 1904","Goodale, Samuel L.D.; Claims; Disabled veterans; Legislative amendments; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,10776310,10776310#Agent700-27,"Politics, Policy, and Government",False,0.9804814457893372,"Society, Governance, and Public Life"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Mary McLean Wyllys. April 11, 1904. -- Ordered to be printed."", which has the following provision information: ""Washington, DC: 1904"". This work is about: ""McLean, James; Wyllys, Mary McLean; American Revolution (1775-1783); Claims; Legislative amendments; Military pensions; Survivors' benefits"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Mary McLean Wyllys. April 11, 1904. -- Ordered to be printed.",,"Washington, DC: 1904","McLean, James; Wyllys, Mary McLean; American Revolution (1775-1783); Claims; Legislative amendments; Military pensions; Survivors' benefits",Statistics; Legislative Report - Private Bills,,10774732,10774732#Agent700-28,"Politics, Policy, and Government",False,0.9783710241317749,"Society, Governance, and Public Life"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Henry O. Kent. January 10, 1905. -- Ordered to be printed"", which has the following provision information: ""Washington, DC: 1905"". This work is about: ""Kent, Henry O., (Henry Oakes); Claims; Duty status of military personnel; Legislative amendments; Military pensions; United States. Civil War (1861-1865)"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Henry O. Kent. January 10, 1905. -- Ordered to be printed",,"Washington, DC: 1905","Kent, Henry O., (Henry Oakes); Claims; Duty status of military personnel; Legislative amendments; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,10777360,10777360#Agent700-27,"Politics, Policy, and Government",False,0.993783712387085,"Society, Governance, and Public Life"
186.1,"""Burnham, Henry Eben, 1844-1917"" had the role of ""Contributor"" in relation to the work ""Solomon Carpenter. February 4, 1905. -- Ordered to be printed."", which has the following provision information: ""Washington, DC: 1905"". This work is about: ""Carpenter, Solomon; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","7001 $aBurnham, Henry Eben,$d1844-1917.$uRepublican (NH)","Burnham, Henry Eben, 1844-1917",Contributor,"Solomon Carpenter. February 4, 1905. -- Ordered to be printed.",,"Washington, DC: 1905","Carpenter, Solomon; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,10779011,10779011#Agent700-26,"Politics, Policy, and Government",False,0.7979282736778259,"Society, Governance, and Public Life"
